,ROUTEID,TRANSID,INCEPTADDR,SENDPOS,location,Index
4257,12.0,2237196.0,厦门市海沧区海沧街道渐美村西片6号,海沧区海沧街道渐美村卫生所,"117.998369,24.52451",1555
4258,12.0,2243150.0,福建省厦门市海沧区新阳街道新垵村东社488-101号,厦门市海沧区福泽康药业有限公司,"118.006597,24.525875",1556
4350,12.0,2242240.0,厦门市海沧区滨湖北路835号,（燕来福）厦门市海沧区金香中医科诊所,,1557
4263,12.0,2228786.0,厦门市海沧区滨湖北路835号,厦门市海沧区金香中医科诊所,"118.03392,24.487587",1557
4347,12.0,2239291.0,厦门市海沧区新垵村东片96-102号,厦门市海沧区新垵村东片96-102号,,1558
4264,12.0,2239753.0,厦门市海沧区新阳街道新垵村东片369-103号,厦门市海沧区新阳街道新垵村东片369-103号,"118.000068,24.522201",1558
4285,12.0,2244472.0,厦门市海沧区石塘村北片25-102号,厦门海沧朱毅中西医结合诊所,,1559
4265,12.0,2244356.0,厦门市海沧区石塘村北片26-103号,厦门海沧黄坤助中医科诊所,"118.049623,24.490394",1559
4407,12.0,2238525.0,厦门市海沧区石塘村北片103-101号,厦门市海沧区石塘村北片103-101号,,1559
4266,12.0,2238780.0,委托福建海纳医药有限公司（仓库地址：厦门市海沧区坪埕北路11号（库房2-2#）第3层）配送,委托福建海纳医药有限公司（仓库地址：厦门市海沧区坪埕北路11号（库房2-2#）第3层）配送,"118.143672,24.532703",1560
4268,12.0,2238787.0,厦门市海沧区新阳街道新垵东社368号-101号,厦门市海沧区新阳街道新垵东社368号-101号,"118.006938,24.52593",1561
4283,12.0,2239437.0,厦门市海沧区兴港路2314、2316号,厦门市海沧区兴港路2314、2316号,,1562
4270,12.0,2238801.0,厦门市海沧区兴港路2314、2316号,厦门市海沧区兴港路2314、2316号,"118.027183,24.487304",1562
4272,12.0,2238950.0,厦门市海沧区新垵村东社388号,厦门市海沧区新垵村东社388号,"118.007331,24.52609",1563
4273,12.0,2238952.0,厦门市海沧区渐美村231-101号,厦门市海沧区渐美村231-101号,"118.026965,24.480738",1564
4275,12.0,2238954.0,厦门市海沧区新阳街道新垵村东社87-2-102号,厦门市海沧区新阳街道新垵村东社87-2-102号,"118.004913,24.525536",1565
4277,12.0,2239006.0,厦门市海沧区沧虹路1796号,厦门市海沧区沧虹路1796号,"118.05318,24.491922",1566
8502,11.0,2242107.0,厦门市海沧区沧虹路1796号,（燕来福）厦门市惠益康医药有限公司,,1566
4280,12.0,2239417.0,中国(福建)自由贸易试验区厦门片区滨湖二里263、264号,中国(福建)自由贸易试验区厦门片区滨湖二里263、264号,"118.032457,24.465072",1567
4284,12.0,2242106.0,中国（福建）自由贸易试验区厦门片区嘉崎一里7号110单元,（燕来福）御宗堂(厦门)药业有限公司,"118.116394,24.549406",1568
9203,6.0,1035715.0,中国（福建）自由贸易试验区厦门片区嘉崎一里7号110单元,御宗堂(厦门)药业有限公司（股份厦门）,,1568
4287,12.0,2242796.0,厦门市海沧区石塘东坑里140-106号,厦门拜瑞口腔门诊部有限公司,"118.042316,24.49477",1569
4289,12.0,2239035.0,厦门市海沧区霞阳社区东路7-102号,厦门市海沧区霞阳社区东路7-102号,"118.02005,24.532404",1570
4451,12.0,2824832.0,厦门市海沧区海沧街道囷瑶村石岑社10号,厦门市海沧区海沧街道囷瑶村石岑社10号,,1571
4292,12.0,2241034.0,厦门市海沧区海沧街道囷瑶村石岑社10号,海沧区海沧街道囷瑶村卫生所,"117.981418,24.476029",1571
4302,12.0,2239561.0,厦门市海沧区新垵东社306号-101号,厦门市海沧区新垵东社306号-101号,"118.006306,24.525861",1572
4305,12.0,2238697.0,厦门市海沧区霞阳社区东路169-2-101号,厦门市海沧区霞阳社区东路169-2-101号,"118.019636,24.534406",1573
4307,12.0,2238865.0,中国（福建）自由贸易试验区厦门片区海沧社区昌海路1-105号,中国（福建）自由贸易试验区厦门片区海沧社区昌海路1-105号,"117.982908,24.460869",1574
4404,12.0,2242068.0,中国(福建)自由贸易试验区厦门片区海沧社区昌海路1-105号,（燕来福）厦门汇美医药有限公司,,1574
4308,12.0,2238900.0,厦门市海沧区霞光路东里38-39号,厦门市海沧区霞光路东里38-39号,"118.024459,24.531544",1575
4311,12.0,2238918.0,厦门市海沧区东孚街道山边社区崎头社36-1-101号,厦门市海沧区东孚街道山边社区崎头社36-1-101号,"117.91736,24.550051",1576
4312,12.0,2238939.0,厦门市海沧区东孚街道山边村山边社97-101号,厦门市海沧区东孚街道山边村山边社97-101号,"117.924946,24.550953",1577
4457,12.0,2676858.0,厦门市海沧区东孚街道山边村山边社97-101号,厦门市百鑫得药业有限公司,,1577
4438,12.0,2339237.0,厦门市海沧区东孚街道山边村山边社97-101号,厦门市海沧区东孚街道山边村山边社97-101号,,1577
4449,12.0,2880353.0,厦门市海沧区新垵村北片418-101号,厦门海沧刘传高内科诊所,,1578
4313,12.0,2238940.0,厦门市海沧区新垵村北片588-102号,厦门市海沧区新垵村北片588-102号,"118.001476,24.525992",1578
8749,11.0,3248254.0,厦门市海沧区新垵村北片416-101号,厦门海沧李凤灵内科诊所,,1578
4317,12.0,2238944.0,厦门市海沧区霞阳社区中路14-104号,厦门市海沧区霞阳社区中路14-104号,"118.01928,24.533188",1579
4439,12.0,2246598.0,厦门市海沧区霞阳社区中路14-104号,厦门市海沧区聚寿堂药店,,1579
4320,12.0,2238948.0,厦门市海沧区新垵村南片1-101号,厦门市海沧区新垵村南片1-101号,"117.997332,24.521963",1580
8320,11.0,701063.0,海沧区东孚镇山边村大庵4号,两岸公司（厦门市海沧区东孚卫生院）,,1581
8107,11.0,30534.0,海沧区东孚镇山边村大庵4号,厦门市海沧区东孚卫生院,,1581
4333,12.0,2238422.0,厦门市海沧区东孚镇山边村大庵4号,厦门市海沧区东孚镇山边村大庵4号,"117.927892,24.553958",1581
8138,11.0,31858.0,海沧区东孚镇山边村大庵4号,两岸公司（厦门市海沧区东孚卫生院）,,1581
4343,12.0,2241592.0,厦门市海沧区新阳街道第一农场湖头村109号（厦门市第一农场湖头村老人活动中心一楼西侧）,（燕来福）海沧区新阳街道第一农场,"117.944321,24.528779",1582
4349,12.0,2242234.0,厦门市海沧区滨湖北二路60-138号,厦门荣榆堂药店有限公司,"118.031803,24.48027",1583
4399,12.0,2239289.0,厦门市海沧区滨湖北二路60-138号,厦门市海沧区滨湖北二路60-138号,,1583
4351,12.0,2238721.0,厦门市海沧区嵩屿南路89号,厦门市海沧区嵩屿南路89号,"118.036619,24.452832",1584
4412,12.0,2238530.0,厦门市海沧区嵩屿南路85号,厦门市海沧区嵩屿南路85号,,1584
4354,12.0,2238756.0,厦门市海沧区霞阳社区东路40-102号,厦门市海沧区霞阳社区东路40-102号,"118.02136,24.532246",1585
4472,12.0,3050009.0,厦门市海沧区霞阳社区东路40-102号,厦门海沧梁永军内科诊所,,1585
4356,12.0,2238813.0,厦门市海沧区新垵村许厝69号一楼,厦门市海沧区新垵村许厝69号一楼,"118.014024,24.529886",1586
4433,12.0,2528488.0,厦门市海沧区渐美村806-1号,厦门市益家康药业有限公司,,1587
4360,12.0,2239125.0,厦门市海沧区渐美村806-1号,厦门市海沧区渐美村806-1号,"118.023021,24.478078",1587
4416,12.0,2238534.0,厦门市海沧区海富里305号,厦门市海沧区海富里305号,,1588
4363,12.0,2240703.0,厦门市海沧区海富里305号,厦门海沧罗希铮中医科诊所,"118.031594,24.490189",1588
4365,12.0,2239176.0,厦门市海沧区沧元路9号店面,厦门市海沧区沧元路9号店面,"118.033361,24.492974",1589
4367,12.0,2239186.0,厦门市海沧区第一农场孚中央村1-4号,厦门市海沧区第一农场孚中央村1-4号,"117.963356,24.530881",1590
4378,12.0,2239222.0,厦门市海沧区祥露社区西片61-1-101号,厦门市海沧区祥露社区西片61-1-101号,"117.981295,24.528695",1591
4379,12.0,2239230.0,厦门市海沧区钟林南路83号之一,厦门市海沧区钟林南路83号之一,"118.029267,24.485737",1592
4380,12.0,2239232.0,厦门市海沧区新阳街道祥露社区西片66-102号,厦门市海沧区新阳街道祥露社区西片66-102号,"117.981446,24.529027",1593
4452,12.0,2897452.0,厦门市海沧区新垵村北片276-1-101号,（燕来福）厦门市福济药业有限公司,,1594
4381,12.0,2239234.0,厦门市海沧区新垵村北片276号,厦门市海沧区新垵村北片276号,"117.999013,24.524887",1594
4382,12.0,2239236.0,厦门市海沧区新光路270号,厦门市海沧区新光路270号,"118.010894,24.523373",1595
4386,12.0,2239443.0,厦门市海沧区霞阳社区中路22-101号,厦门市海沧区霞阳社区中路22-101号,"118.019385,24.532953",1596
4388,12.0,2239453.0,厦门市海沧区霞阳社区西路3-1-102号,厦门市海沧区霞阳社区西路3-1-102号,"118.017448,24.532063",1597
4389,12.0,2238825.0,中国（福建）自由贸易试验区厦门片区滨湖一里208号111单元,中国（福建）自由贸易试验区厦门片区滨湖一里208号111单元,"118.031717,24.47676",1598
4390,12.0,2238849.0,中国（福建）自由贸易试验区厦门片区嵩屿北三里92号107室,中国（福建）自由贸易试验区厦门片区嵩屿北三里92号107室,"118.034946,24.463467",1599
4395,12.0,2242397.0,厦门市海沧区翁角西路2056号厦门生物医药产业园4号楼第4层02单元,（燕来福）-壹鼎众康(厦门)生物科技股份有限公司,"117.958358,24.522141",1600
4397,12.0,2239269.0,厦门市海沧区霞阳社区西路181-2-103号,厦门市海沧区霞阳社区西路181-2-103号,"118.014602,24.5345",1601
4481,12.0,3404096.0,厦门市海沧区新阳街道新垵西片158-1-102号,厦门承善医药有限公司,,1602
4398,12.0,2239270.0,厦门市海沧区新阳街道新垵西片158-1-102号,厦门市海沧区新阳街道新垵西片158-1-102号,"117.997564,24.526426",1602
4408,12.0,2238526.0,厦门市海沧区新垵村西片27号,厦门市海沧区新垵村西片27号,"117.997407,24.526128",1603
4409,12.0,2238527.0,厦门市海沧区滨湖东路234号,厦门市海沧区滨湖东路234号,"118.04712,24.48713",1604
4410,12.0,2238528.0,厦门市海沧区海沧霞光东路36号,厦门市海沧区海沧霞光东路36号,"118.028125,24.528813",1605
4413,12.0,2238531.0,厦门市海沧区霞阳村东路40号,厦门市海沧区霞阳村东路40号,"118.021342,24.532197",1606
4414,12.0,2238532.0,厦门市海沧区青礁村大路社90-5号102室,厦门市海沧区青礁村大路社90-5号102室,"117.966222,24.47405",1607
4417,12.0,2238535.0,厦门市海沧区新垵村北片706号,厦门市海沧区新垵村北片706号,"118.003222,24.523782",1608
4418,12.0,2238536.0,厦门市海沧区石塘村埭头新村81-101号,厦门市海沧区石塘村埭头新村81-101号,"118.039631,24.496252",1609
4419,12.0,2238537.0,厦门市海沧区石塘村南片192号,厦门市海沧区石塘村南片192号,"118.042289,24.496507",1610
4420,12.0,2238538.0,厦门市海沧区新垵中路52号之27店铺,厦门市海沧区新垵中路52号之27店铺,"117.999359,24.521221",1611
4421,12.0,2238539.0,厦门市海沧区渐美村217-6-102号,厦门市海沧区渐美村217-6-102号,"118.025848,24.480383",1612
4426,12.0,2239402.0,福建省中国（福建）自由贸易试验区厦门片区建港路2288-6号101室,福建省中国（福建）自由贸易试验区厦门片区建港路2288-6号101室,"118.046223,24.452962",1613
4430,12.0,2503934.0,厦门市海沧区海裕路198号公共卫生大楼305室,厦门市海沧区疾病预防控制中心,"118.040319,24.493183",1614
4434,12.0,2298290.0,厦门市海沧区海沧街道沧江慈济一里105号,沧江药房,,1615
4487,12.0,3291261.0,厦门市海沧区慈济一里98-102号,（燕来福）厦门市国泰大药房有限公司,,1615
4432,12.0,2511895.0,海沧区海仓街道慈济一里105号,沧江新城分中心,"117.985461,24.476802",1615
4476,12.0,3151003.0,厦门市海沧区慈济一里98-102号,厦门市海沧区慈济一里98-102号,,1615
4459,12.0,2769701.0,厦门市海沧区慈济一里98-102号,厦门市海沧区慈济一里98-102号,,1615
4440,12.0,2246651.0,厦门市海沧区海沧大道569号2906单元,厦门海沧安睦多康内科诊所有限公司,"118.039953,24.475405",1616
4441,12.0,2246683.0,福建省厦门市海沧区海沧大道569号（厦门中心大厦）F座29层,厦门海沧安睦多康内科诊所有限公司,"118.037333,24.470718",1617
4445,12.0,2957848.0,厦门市海沧区莲花社区莲花社215-101号,厦门市海沧区莲花社区莲花社215-101号,"117.937161,24.555711",1618
4448,12.0,2873094.0,厦门市海沧区沧虹路303号12-13室,厦门海沧齐安沧虹口腔门诊部,"118.037025,24.497669",1619
4450,12.0,2816518.0,厦门市海沧区沧湖东一里234号,厦门市海沧区沧湖东一里234号,"118.04707,24.487194",1620
4454,12.0,2581507.0,厦门市海沧区新阳街道新垵村东社430-102号,（燕来福）厦门聚和悦药业有限公司,,1621
4456,12.0,2656184.0,厦门市海沧区新阳街道新垵村东社430-102号,厦门市海沧区新阳街道新垵村东社430-102号,,1621
4453,12.0,2581453.0,厦门市海沧区新阳街道新垵村东社430-102号,厦门聚和悦药业有限公司,"118.008381,24.526641",1621
4458,12.0,2876275.0,厦门市海沧区海农北里27号,厦门市海沧区海农北里27号,"118.000605,24.491407",1622
4461,12.0,3184758.0,厦门市海沧区新垵村北片546-101号,厦门市海沧区新垵村北片546-101号,"118.001402,24.524159",1623
4464,12.0,3243930.0,委托厦门片仔癀宏仁医药有限公司(仓库地址：厦门市海沧区马青路95号之2)配送,委托厦门片仔癀宏仁医药有限公司(仓库地址：厦门市海沧区马青路95号之2)配送,"118.021828,24.520124",1624
8773,13.0,1182426.0,委托厦门片仔癀宏仁医药有限公司（仓库地址：厦门市海沧区马青路95号之2）配送,泉州片仔癀宏仁医药有限公司（股份厦门）,,1624
4465,12.0,3404170.0,厦门市海沧区沧翔路136号,厦门市海沧区沧翔路136号,"118.031755,24.495376",1625
4468,12.0,3151037.0,福建省厦门市海沧区新阳北路1668-2号110-1,厦门爱娃孕婴用品有限公司,"118.00934,24.530381",1626
4470,12.0,3152456.0,厦门市海沧区马青路2001号1号楼,厦门出入境边防检查总站警务保障中心诊所,"118.030802,24.495855",1627
4473,12.0,2996785.0,厦门市海沧区兴港一里231号、232号,厦门市海沧区兴港一里231号、232号,"118.025842,24.486808",1628
4475,12.0,2928792.0,厦门市海沧区海裕路198号 ,厦门市海沧区妇幼保健院,"118.040305,24.492934",1629
4478,12.0,2781319.0,厦门市海沧区新阳北路1888-1号101,厦门艾优视视光医疗科技有限公司新阳眼科诊所,"118.010602,24.529655",1630
4482,12.0,3404098.0,厦门市海沧区兴港六里8-115号,(燕来福)厦门市海沧区李泓森中医科门诊部,"118.027261,24.47173",1631
4483,12.0,3404121.0,厦门市海沧区兴港六里8-115号,厦门市海沧区李泓森中医科门诊部,,1631
4484,12.0,3404137.0,厦门市海沧区霞阳社区中路161-106号,霞阳分店,"118.018893,24.532197",1632
4485,12.0,3237870.0,中国（福建)自由贸易试验区厦门片区兴港路2012号海沧体育中心沿湖商业街A123、A125商铺,厦门海沧片仔癀宏仁中医门诊部,"118.030795,24.471078",1633
4486,12.0,3237873.0,中国（福建)自由贸易试验区厦门片区兴港路2012号海沧体育中心沿湖商业街A123、A125商铺,（燕来福）厦门海沧片仔癀宏仁中医门诊部有限公司,,1633
4488,12.0,3291267.0,厦门市海沧区新垵村东社306-101号,(燕来福)厦门市济同堂药业有限公司,"118.006465,24.526",1634
7012,8.0,2241939.0,厦门市同安区美溪道同安工业园12号202室东侧,(燕来福）厦门天奎医药有限公司,,1635
4489,7.0,385.0,厦门市同安区美溪道同安工业园12号202室东侧,厦门天奎医药有限公司(股份厦门),"118.158741,24.658134",1635
